메디팜보령약국,운영,대구광역시 북구 관음중앙로28길 7,대구광역시 북구 관음동 1284-3,35.94445449,128.5471913,0920~1900,0920~1900,0920~1900,0900~1940,0920~1900,0930~1400,,,,053-321-8686,2021-07-19
메디팜일선약국,운영,대구광역시 북구 동북로 288,대구광역시 북구 복현1동 479-3번지,35.89248957,128.6211638,0900~2100,0900~2100,0900~2100,0900~2100,0900~2100,0900~1800,,0900~1800,,053-956-8481,2021-07-19
메디팜큰사랑약국,운영,대구광역시 북구 칠곡중앙대로 404,대구광역시 북구 태전동 993-12번지(1층일부),35.93173405,128.5485923,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1530,,,,053-326-3650,2021-07-19
메이저온누리약국,운영,"대구광역시 북구 침산남로 154, 103호 (침산동)",대구광역시 북구 침산2동 265-11번지(103호),35.88781775,128.5922675,0830~1930,0830~2000,0830~1930,0830~1930,0830~2000,0830~1630,,,,053-341-2002,2021-07-19
무림약국,운영,대구광역시 북구 원대로 76,대구광역시 북구 고성동3가 123-1번지,35.88422013,128.5819862,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1600,,0900~1600,,053-359-0070,2021-07-19
문전약국,운영,"대구광역시 북구 호국로 807-45, 1층 101호 (학정동)",,35.95505178,128.5652774,0840~1830,0840~1830,0840~1830,0840~1830,0840~1830,,,,,053-321-7738,2021-07-19
미소약국,운영,"대구광역시 북구 서변로 97, (서변동)",대구광역시 북구 서변동 1738-10,35.9245798,128.5966006,0900~1830,0900~1830,0900~1830,0900~1830,0900~1830,0900~1300,,,,053-951-3540,2021-07-19
민들레약국,운영,"대구광역시 북구 연암로22길 1, 1층 (산격동)",,35.89419636,128.5944828,0830~1830,0830~1830,0830~1830,0830~1830,0830~1830,0830~1300,,,,053-942-2669,2021-07-19
바다약국,운영,대구광역시 북구 칠곡중앙대로 573 (읍내동),대구광역시 북구 읍내동 522-1,35.94684611,128.5509621,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1500,,0900~1300,,053-292-3339,2021-07-19
박약국,운영,대구광역시 북구 호암로 20,대구광역시 북구 칠성2가 127번지 성광우방타운 126동110호,35.88208028,128.5933534,0900~2000,0900~2000,0900~2000,0900~2000,0900~2000,0900~1700,1300~1900,0900~1300,2,053-359-1999,2021-07-19
박하약국,운영,대구광역시 북구 대현로 88-1,대구광역시 북구 대현2동 408-2,35.88245705,128.6086374,0900~1300,0900~1300,0900~1300,0900~1300,0900~1300,0900~1330,,,,053-943-3669,2021-07-19
백약국,운영,"대구광역시 북구 팔달로 231, (노원동2가)",대구광역시 북구 노원2가 257-3,35.88793953,128.5753135,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1500,0900~1300,,"1,2,3,4,5",053-357-6010,2021-07-19
보건정문약국,운영,"대구광역시 북구 팔거천동로 209, 1층 (동천동)",,35.94275453,128.5576729,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1400,,,,053-322-9909,2021-07-19
보민약국,운영,"대구광역시 북구 침산남로 50, 1층(노원동1가)",대구광역시 북구 노원동1가 9-5,35.88906864,128.5815551,0800~1800,0800~1800,0800~1800,0800~1800,0800~1800,0800~1230,,,,053-359-0580,2021-07-19
복현성모약국,운영,"대구광역시 북구 동북로 268-1, 1층일부 (복현동)",대구광역시 북구 복현1동 459-10,35.89371313,128.6196128,0830~1830,0830~1830,0830~1830,0830~1830,0830~1830,0830~1300,,,,053-942-1622,2021-07-19
봄약국,운영,"대구광역시 북구 칠곡중앙대로 519, 1층 (읍내동)",,35.94212986,128.5502405,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1300,,,,053-311-4070,2021-07-19
북구21세기약국,운영,대구광역시 북구 침산로 93,대구광역시 북구 칠성2가 20-1 스펙트럼시티/칠성동이마트2층(메가박스),35.8851874,128.5898145,1000~2100,1000~2100,1000~2100,1000~2100,1000~2100,1000~2100,1000~2000,1000~2100,"1,2,3,4,5",053-213-2319,2021-07-19
사랑약국,운영,"대구광역시 북구 침산남로 21-2, (노원동1가)",대구광역시 북구 노원동1가 207-2번지,35.88863172,128.5787251,0900~1800,0900~1800,0900~1800,0900~1800,0900~1800,0900~1300,,0900~1300,,053-351-5200,2021-07-19
산격약국,운영,대구광역시 북구 연암로 98-2,대구광역시 북구 산격1동 848,35.89329217,128.594579,0730~2030,0730~2030,0730~2030,0730~2030,0730~2030,0730~2030,0730~2030,0730~2030,"1,2,3,4,5",053-941-4285,2021-07-19
산격현대약국,운영,대구광역시 북구 동북로 172,대구광역시 북구 산격3동 1260-9번지(1층일부),35.89884305,128.6113432,0900~2000,0900~2000,0900~2000,0900~2000,0900~2000,0900~1700,0900~2000,,4,053-941-5315,2021-07-19
새강북약국,운영,"대구광역시 북구 칠곡중앙대로 442, 1층 (읍내동)",,35.93515829,128.5491514,0800~2130,0800~2130,0800~2130,0800~2130,0800~2130,0800~1800,,0800~1800,,053-323-7701,2021-07-19
새민약국,운영,"대구광역시 북구 동북로 162, 1층 (산격동)",,35.89923711,128.6103676,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1400,,,,053-956-7585,2021-07-19
새복현약국,운영,"대구광역시 북구 공항로 7, 1층 (복현동)",대구광역시 북구 복현2동 200-1번지,35.8975177,128.6154673,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1600,,0900~1300,,053-943-9386,2021-07-19
새봄약국,운영,"대구광역시 북구 동화천로 245, 1층 106호 (연경동)",,35.94265509,128.617911,0900~1830,0900~1830,1400~1830,0900~1830,0900~1830,0900~1300,,,,053-981-0075,2021-07-19
새중앙약국,운영,"대구광역시 북구 칠곡중앙대로 299, 1층 (태전동)","대구광역시 북구 태전동 414-3 , 1층(태전동)",35.92227712,128.5465159,0900~1930,0900~1930,0900~1930,0900~1930,0900~1930,0900~1330,,,,053-321-8086,2021-07-19
샘결약국,운영,"대구광역시 북구 동북로 160, 2층 (산격동)",대구광역시 수성구 범물동 1334-1,35.8206252,128.639822,0900~1830,0900~1830,0900~1830,0900~1830,0900~1830,0900~1300,,,,053-952-0033,2021-07-19
서변동산약국,운영,"대구광역시 북구 호국로 219, 대성골든프라자1차 131,134호 (서변동)","대구광역시 북구 서변동 1786번지 대성골든프라자 1층 131,134호",35.92136242,128.5987915,0900~1830,0900~1830,0900~1830,0900~1830,0900~1830,0900~1330,,,,053-939-4881,2021-07-19
